building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
150,0,2016-05-10 00:00:00,382.7,1,Office,65657,1.955e+03,8.0,16.4,,14.8,,1.0085e+03,60.0,2.6
0,0,2016-05-10 01:00:00,0.0,0,Education,7432,2.008e+03,,21.1,2.0,16.1,0.0,1.02e+03,130.0,4.1
50,0,2016-05-10 01:00:00,0.0,0,Other,4698,1.981e+03,,21.1,2.0,16.1,0.0,1.02e+03,130.0,4.1
50,1,2016-05-10 01:00:00,2194.94,0,Other,4698,1.981e+03,,21.1,2.0,16.1,0.0,1.02e+03,130.0,4.1
100,0,2016-05-10 01:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.1,2.0,16.1,0.0,1.02e+03,130.0,4.1
150,0,2016-05-10 01:00:00,382.0,1,Office,65657,1.955e+03,8.0,16.3,,14.2,,1.008e+03,60.0,1.5
0,0,2016-05-10 02:00:00,0.0,0,Education,7432,2.008e+03,,20.6,2.0,16.1,0.0,1.0195e+03,130.0,2.6
50,0,2016-05-10 02:00:00,0.0,0,Other,4698,1.981e+03,,20.6,2.0,16.1,0.0,1.0195e+03,130.0,2.6
50,1,2016-05-10 02:00:00,2194.94,0,Other,4698,1.981e+03,,20.6,2.0,16.1,0.0,1.0195e+03,130.0,2.6
100,0,2016-05-10 02:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,20.6,2.0,16.1,0.0,1.0195e+03,130.0,2.6
150,0,2016-05-10 02:00:00,395.0,1,Office,65657,1.955e+03,8.0,16.0,,14.7,,1.008e+03,50.0,1.0
0,0,2016-05-10 03:00:00,0.0,0,Education,7432,2.008e+03,,20.0,2.0,16.7,0.0,1.019e+03,140.0,3.1
50,0,2016-05-10 03:00:00,0.0,0,Other,4698,1.981e+03,,20.0,2.0,16.7,0.0,1.019e+03,140.0,3.1
50,1,2016-05-10 03:00:00,2152.73,0,Other,4698,1.981e+03,,20.0,2.0,16.7,0.0,1.019e+03,140.0,3.1
100,0,2016-05-10 03:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,20.0,2.0,16.7,0.0,1.019e+03,140.0,3.1
150,0,2016-05-10 03:00:00,396.8,1,Office,65657,1.955e+03,8.0,15.9,,14.7,,1.0075e+03,70.0,2.1
0,0,2016-05-10 04:00:00,0.0,0,Education,7432,2.008e+03,,19.4,,16.1,0.0,1.0185e+03,150.0,1.5
50,0,2016-05-10 04:00:00,0.0,0,Other,4698,1.981e+03,,19.4,,16.1,0.0,1.0185e+03,150.0,1.5
50,1,2016-05-10 04:00:00,2448.2,0,Other,4698,1.981e+03,,19.4,,16.1,0.0,1.0185e+03,150.0,1.5
100,0,2016-05-10 04:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,19.4,,16.1,0.0,1.0185e+03,150.0,1.5
150,0,2016-05-10 04:00:00,405.4,1,Office,65657,1.955e+03,8.0,15.8,,15.2,,1.007e+03,40.0,1.5
0,0,2016-05-10 05:00:00,0.0,0,Education,7432,2.008e+03,,19.4,,17.2,0.0,1.019e+03,150.0,3.6
50,0,2016-05-10 05:00:00,0.0,0,Other,4698,1.981e+03,,19.4,,17.2,0.0,1.019e+03,150.0,3.6
50,1,2016-05-10 05:00:00,1815.05,0,Other,4698,1.981e+03,,19.4,,17.2,0.0,1.019e+03,150.0,3.6
100,0,2016-05-10 05:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,19.4,,17.2,0.0,1.019e+03,150.0,3.6
150,0,2016-05-10 05:00:00,416.9,1,Office,65657,1.955e+03,8.0,15.8,,15.1,,1.0065e+03,60.0,2.6
0,0,2016-05-10 06:00:00,0.0,0,Education,7432,2.008e+03,,19.4,,17.2,0.0,1.0195e+03,150.0,2.1
50,0,2016-05-10 06:00:00,0.0,0,Other,4698,1.981e+03,,19.4,,17.2,0.0,1.0195e+03,150.0,2.1
50,1,2016-05-10 06:00:00,2026.1,0,Other,4698,1.981e+03,,19.4,,17.2,0.0,1.0195e+03,150.0,2.1
100,0,2016-05-10 06:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,19.4,,17.2,0.0,1.0195e+03,150.0,2.1
150,0,2016-05-10 06:00:00,461.3,1,Office,65657,1.955e+03,8.0,15.2,,14.7,,1.0065e+03,60.0,2.6
0,0,2016-05-10 07:00:00,0.0,0,Education,7432,2.008e+03,,18.9,4.0,16.7,0.0,1.02e+03,140.0,2.6
50,0,2016-05-10 07:00:00,0.0,0,Other,4698,1.981e+03,,18.9,4.0,16.7,0.0,1.02e+03,140.0,2.6
50,1,2016-05-10 07:00:00,1772.84,0,Other,4698,1.981e+03,,18.9,4.0,16.7,0.0,1.02e+03,140.0,2.6
100,0,2016-05-10 07:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,18.9,4.0,16.7,0.0,1.02e+03,140.0,2.6
150,0,2016-05-10 07:00:00,478.7,1,Office,65657,1.955e+03,8.0,15.3,,15.2,,1.0065e+03,50.0,2.6
0,0,2016-05-10 08:00:00,0.0,0,Education,7432,2.008e+03,,21.7,4.0,17.8,0.0,1.0205e+03,150.0,2.6
50,0,2016-05-10 08:00:00,0.0,0,Other,4698,1.981e+03,,21.7,4.0,17.8,0.0,1.0205e+03,150.0,2.6
50,1,2016-05-10 08:00:00,1730.62,0,Other,4698,1.981e+03,,21.7,4.0,17.8,0.0,1.0205e+03,150.0,2.6
100,0,2016-05-10 08:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,4.0,17.8,0.0,1.0205e+03,150.0,2.6
150,0,2016-05-10 08:00:00,527.2,1,Office,65657,1.955e+03,8.0,15.6,,15.4,,1.0065e+03,50.0,3.1
0,0,2016-05-10 09:00:00,0.0,0,Education,7432,2.008e+03,,24.4,,16.1,0.0,1.0215e+03,190.0,2.1
50,0,2016-05-10 09:00:00,0.0,0,Other,4698,1.981e+03,,24.4,,16.1,0.0,1.0215e+03,190.0,2.1
50,1,2016-05-10 09:00:00,2279.36,0,Other,4698,1.981e+03,,24.4,,16.1,0.0,1.0215e+03,190.0,2.1
100,0,2016-05-10 09:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,,16.1,0.0,1.0215e+03,190.0,2.1
150,0,2016-05-10 09:00:00,556.3,1,Office,65657,1.955e+03,8.0,15.6,,15.6,,1.0065e+03,60.0,3.1
0,0,2016-05-10 10:00:00,0.0,0,Education,7432,2.008e+03,,25.6,,15.6,0.0,1.0225e+03,210.0,2.6
50,0,2016-05-10 10:00:00,0.0,0,Other,4698,1.981e+03,,25.6,,15.6,0.0,1.0225e+03,210.0,2.6
50,1,2016-05-10 10:00:00,2026.1,0,Other,4698,1.981e+03,,25.6,,15.6,0.0,1.0225e+03,210.0,2.6
100,0,2016-05-10 10:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,25.6,,15.6,0.0,1.0225e+03,210.0,2.6
150,0,2016-05-10 10:00:00,578.7,1,Office,65657,1.955e+03,8.0,15.7,,15.7,,1.0065e+03,70.0,3.1
0,0,2016-05-10 11:00:00,0.0,0,Education,7432,2.008e+03,,26.7,,15.6,0.0,1.023e+03,190.0,3.1
50,0,2016-05-10 11:00:00,0.0,0,Other,4698,1.981e+03,,26.7,,15.6,0.0,1.023e+03,190.0,3.1
50,1,2016-05-10 11:00:00,2152.73,0,Other,4698,1.981e+03,,26.7,,15.6,0.0,1.023e+03,190.0,3.1
100,0,2016-05-10 11:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,26.7,,15.6,0.0,1.023e+03,190.0,3.1
150,0,2016-05-10 11:00:00,583.4,1,Office,65657,1.955e+03,8.0,16.5,,16.5,,1.006e+03,90.0,3.6
0,0,2016-05-10 12:00:00,0.0,0,Education,7432,2.008e+03,,27.8,,16.1,0.0,1.0225e+03,190.0,4.6
50,0,2016-05-10 12:00:00,0.0,0,Other,4698,1.981e+03,,27.8,,16.1,0.0,1.0225e+03,190.0,4.6
50,1,2016-05-10 12:00:00,2194.94,0,Other,4698,1.981e+03,,27.8,,16.1,0.0,1.0225e+03,190.0,4.6
100,0,2016-05-10 12:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,27.8,,16.1,0.0,1.0225e+03,190.0,4.6
150,0,2016-05-10 12:00:00,570.9,1,Office,65657,1.955e+03,8.0,16.3,,16.0,,1.006e+03,90.0,4.1
0,0,2016-05-10 13:00:00,0.0,0,Education,7432,2.008e+03,,27.8,,14.4,0.0,1.022e+03,180.0,2.6
50,0,2016-05-10 13:00:00,0.0,0,Other,4698,1.981e+03,,27.8,,14.4,0.0,1.022e+03,180.0,2.6
50,1,2016-05-10 13:00:00,2110.52,0,Other,4698,1.981e+03,,27.8,,14.4,0.0,1.022e+03,180.0,2.6
100,0,2016-05-10 13:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,27.8,,14.4,0.0,1.022e+03,180.0,2.6
150,0,2016-05-10 13:00:00,571.8,1,Office,65657,1.955e+03,8.0,16.7,,16.7,,1.0055e+03,80.0,3.1
0,0,2016-05-10 14:00:00,0.0,0,Education,7432,2.008e+03,,29.4,6.0,14.4,0.0,1.0215e+03,,3.1
50,0,2016-05-10 14:00:00,0.0,0,Other,4698,1.981e+03,,29.4,6.0,14.4,0.0,1.0215e+03,,3.1
50,1,2016-05-10 14:00:00,2152.73,0,Other,4698,1.981e+03,,29.4,6.0,14.4,0.0,1.0215e+03,,3.1
100,0,2016-05-10 14:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,29.4,6.0,14.4,0.0,1.0215e+03,,3.1
150,0,2016-05-10 14:00:00,582.3,1,Office,65657,1.955e+03,8.0,16.2,,16.2,,1.0055e+03,90.0,3.6
0,0,2016-05-10 15:00:00,0.0,0,Education,7432,2.008e+03,,29.4,,13.9,0.0,1.0205e+03,110.0,3.1
50,0,2016-05-10 15:00:00,0.0,0,Other,4698,1.981e+03,,29.4,,13.9,0.0,1.0205e+03,110.0,3.1
50,1,2016-05-10 15:00:00,2237.15,0,Other,4698,1.981e+03,,29.4,,13.9,0.0,1.0205e+03,110.0,3.1
100,0,2016-05-10 15:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,29.4,,13.9,0.0,1.0205e+03,110.0,3.1
150,0,2016-05-10 15:00:00,563.6,1,Office,65657,1.955e+03,8.0,16.4,,16.4,,1.0055e+03,80.0,3.1
0,0,2016-05-10 16:00:00,0.0,0,Education,7432,2.008e+03,,30.0,4.0,12.8,0.0,1.02e+03,160.0,3.6
50,0,2016-05-10 16:00:00,0.0,0,Other,4698,1.981e+03,,30.0,4.0,12.8,0.0,1.02e+03,160.0,3.6
50,1,2016-05-10 16:00:00,2237.15,0,Other,4698,1.981e+03,,30.0,4.0,12.8,0.0,1.02e+03,160.0,3.6
100,0,2016-05-10 16:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,30.0,4.0,12.8,0.0,1.02e+03,160.0,3.6
150,0,2016-05-10 16:00:00,546.6,1,Office,65657,1.955e+03,8.0,16.8,,16.6,,1.005e+03,90.0,4.6
0,0,2016-05-10 17:00:00,0.0,0,Education,7432,2.008e+03,,30.6,4.0,12.8,0.0,1.0195e+03,150.0,4.1
50,0,2016-05-10 17:00:00,0.0,0,Other,4698,1.981e+03,,30.6,4.0,12.8,0.0,1.0195e+03,150.0,4.1
50,1,2016-05-10 17:00:00,2237.15,0,Other,4698,1.981e+03,,30.6,4.0,12.8,0.0,1.0195e+03,150.0,4.1
100,0,2016-05-10 17:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,30.6,4.0,12.8,0.0,1.0195e+03,150.0,4.1
150,0,2016-05-10 17:00:00,507.6,1,Office,65657,1.955e+03,8.0,16.8,,16.3,,1.005e+03,80.0,4.1
0,0,2016-05-10 18:00:00,0.0,0,Education,7432,2.008e+03,,29.4,4.0,12.8,0.0,1.0195e+03,190.0,2.6
50,0,2016-05-10 18:00:00,0.0,0,Other,4698,1.981e+03,,29.4,4.0,12.8,0.0,1.0195e+03,190.0,2.6
50,1,2016-05-10 18:00:00,2237.15,0,Other,4698,1.981e+03,,29.4,4.0,12.8,0.0,1.0195e+03,190.0,2.6
100,0,2016-05-10 18:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,29.4,4.0,12.8,0.0,1.0195e+03,190.0,2.6
150,0,2016-05-10 18:00:00,491.7,1,Office,65657,1.955e+03,8.0,16.4,,16.4,,1.005e+03,80.0,2.6
0,0,2016-05-10 19:00:00,0.0,0,Education,7432,2.008e+03,,28.9,,12.8,0.0,1.0195e+03,110.0,1.5
50,0,2016-05-10 19:00:00,0.0,0,Other,4698,1.981e+03,,28.9,,12.8,0.0,1.0195e+03,110.0,1.5
50,1,2016-05-10 19:00:00,2110.52,0,Other,4698,1.981e+03,,28.9,,12.8,0.0,1.0195e+03,110.0,1.5
100,0,2016-05-10 19:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,28.9,,12.8,0.0,1.0195e+03,110.0,1.5
150,0,2016-05-10 19:00:00,465.1,1,Office,65657,1.955e+03,8.0,16.1,,16.1,,1.005e+03,90.0,3.6
0,0,2016-05-10 20:00:00,0.0,0,Education,7432,2.008e+03,,25.6,8.0,15.6,0.0,1.02e+03,100.0,6.7
50,0,2016-05-10 20:00:00,0.0,0,Other,4698,1.981e+03,,25.6,8.0,15.6,0.0,1.02e+03,100.0,6.7
50,1,2016-05-10 20:00:00,2194.94,0,Other,4698,1.981e+03,,25.6,8.0,15.6,0.0,1.02e+03,100.0,6.7
100,0,2016-05-10 20:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,25.6,8.0,15.6,0.0,1.02e+03,100.0,6.7
150,0,2016-05-10 20:00:00,421.5,1,Office,65657,1.955e+03,8.0,16.0,,15.9,,1.005e+03,80.0,4.6
0,0,2016-05-10 21:00:00,0.0,0,Education,7432,2.008e+03,,24.4,,16.1,0.0,1.0205e+03,100.0,4.6
50,0,2016-05-10 21:00:00,0.0,0,Other,4698,1.981e+03,,24.4,,16.1,0.0,1.0205e+03,100.0,4.6
50,1,2016-05-10 21:00:00,1519.57,0,Other,4698,1.981e+03,,24.4,,16.1,0.0,1.0205e+03,100.0,4.6
100,0,2016-05-10 21:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,,16.1,0.0,1.0205e+03,100.0,4.6
150,0,2016-05-10 21:00:00,409.6,1,Office,65657,1.955e+03,8.0,16.0,,16.0,,1.0055e+03,70.0,2.1
0,0,2016-05-10 22:00:00,0.0,0,Education,7432,2.008e+03,,23.9,,17.2,0.0,1.021e+03,110.0,4.6
50,0,2016-05-10 22:00:00,0.0,0,Other,4698,1.981e+03,,23.9,,17.2,0.0,1.021e+03,110.0,4.6
50,1,2016-05-10 22:00:00,2448.2,0,Other,4698,1.981e+03,,23.9,,17.2,0.0,1.021e+03,110.0,4.6
100,0,2016-05-10 22:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,23.9,,17.2,0.0,1.021e+03,110.0,4.6
150,0,2016-05-10 22:00:00,396.4,1,Office,65657,1.955e+03,8.0,15.8,,15.8,,1.0055e+03,60.0,2.6
0,0,2016-05-10 23:00:00,0.0,0,Education,7432,2.008e+03,,23.3,,17.8,0.0,1.021e+03,120.0,3.1
50,0,2016-05-10 23:00:00,0.0,0,Other,4698,1.981e+03,,23.3,,17.8,0.0,1.021e+03,120.0,3.1
50,1,2016-05-10 23:00:00,2237.15,0,Other,4698,1.981e+03,,23.3,,17.8,0.0,1.021e+03,120.0,3.1
100,0,2016-05-10 23:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,23.3,,17.8,0.0,1.021e+03,120.0,3.1
150,0,2016-05-10 23:00:00,391.8,1,Office,65657,1.955e+03,8.0,15.6,,15.6,,1.005e+03,60.0,2.1
0,0,2016-05-11 00:00:00,0.0,0,Education,7432,2.008e+03,,22.2,,17.8,0.0,1.021e+03,130.0,3.1
50,0,2016-05-11 00:00:00,0.0,0,Other,4698,1.981e+03,,22.2,,17.8,0.0,1.021e+03,130.0,3.1
50,1,2016-05-11 00:00:00,2152.73,0,Other,4698,1.981e+03,,22.2,,17.8,0.0,1.021e+03,130.0,3.1
100,0,2016-05-11 00:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,22.2,,17.8,0.0,1.021e+03,130.0,3.1
150,0,2016-05-11 00:00:00,381.4,1,Office,65657,1.955e+03,8.0,15.3,,15.3,,1.005e+03,50.0,2.1
0,0,2016-05-11 01:00:00,0.0,0,Education,7432,2.008e+03,,21.7,,18.3,0.0,1.021e+03,130.0,2.1
50,0,2016-05-11 01:00:00,0.0,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.021e+03,130.0,2.1
50,1,2016-05-11 01:00:00,2110.52,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.021e+03,130.0,2.1
100,0,2016-05-11 01:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,,18.3,0.0,1.021e+03,130.0,2.1
150,0,2016-05-11 01:00:00,383.9,1,Office,65657,1.955e+03,8.0,15.0,,15.0,,1.0045e+03,40.0,1.5
0,0,2016-05-11 02:00:00,0.0,0,Education,7432,2.008e+03,,21.1,8.0,18.3,0.0,1.0205e+03,150.0,2.1
50,0,2016-05-11 02:00:00,0.0,0,Other,4698,1.981e+03,,21.1,8.0,18.3,0.0,1.0205e+03,150.0,2.1
50,1,2016-05-11 02:00:00,2068.31,0,Other,4698,1.981e+03,,21.1,8.0,18.3,0.0,1.0205e+03,150.0,2.1
100,0,2016-05-11 02:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.1,8.0,18.3,0.0,1.0205e+03,150.0,2.1
150,0,2016-05-11 02:00:00,376.2,1,Office,65657,1.955e+03,8.0,14.7,,14.7,,1.004e+03,40.0,2.1
0,0,2016-05-11 03:00:00,0.0,0,Education,7432,2.008e+03,,21.7,,18.9,0.0,1.0205e+03,140.0,2.6
50,0,2016-05-11 03:00:00,0.0,0,Other,4698,1.981e+03,,21.7,,18.9,0.0,1.0205e+03,140.0,2.6
50,1,2016-05-11 03:00:00,2068.31,0,Other,4698,1.981e+03,,21.7,,18.9,0.0,1.0205e+03,140.0,2.6
100,0,2016-05-11 03:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,,18.9,0.0,1.0205e+03,140.0,2.6
150,0,2016-05-11 03:00:00,379.9,1,Office,65657,1.955e+03,8.0,14.7,,14.7,,1.004e+03,40.0,1.5
0,0,2016-05-11 04:00:00,0.0,0,Education,7432,2.008e+03,,21.7,,18.3,0.0,1.02e+03,150.0,2.6
50,0,2016-05-11 04:00:00,0.0,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.02e+03,150.0,2.6
50,1,2016-05-11 04:00:00,2659.25,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.02e+03,150.0,2.6
100,0,2016-05-11 04:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,,18.3,0.0,1.02e+03,150.0,2.6
150,0,2016-05-11 04:00:00,389.3,1,Office,65657,1.955e+03,8.0,14.7,,14.7,,1.0035e+03,40.0,2.1
0,0,2016-05-11 05:00:00,0.0,0,Education,7432,2.008e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
50,0,2016-05-11 05:00:00,0.0,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
50,1,2016-05-11 05:00:00,1730.62,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
100,0,2016-05-11 05:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
150,0,2016-05-11 05:00:00,411.6,1,Office,65657,1.955e+03,8.0,14.8,,14.8,,1.0035e+03,40.0,1.5
0,0,2016-05-11 06:00:00,0.0,0,Education,7432,2.008e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
50,0,2016-05-11 06:00:00,0.0,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
50,1,2016-05-11 06:00:00,1983.89,0,Other,4698,1.981e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
100,0,2016-05-11 06:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,21.7,,18.3,0.0,1.0205e+03,0.0,0.0
150,0,2016-05-11 06:00:00,449.6,1,Office,65657,1.955e+03,8.0,14.8,,14.8,,1.0035e+03,70.0,3.1
0,0,2016-05-11 07:00:00,0.0,0,Education,7432,2.008e+03,,20.0,4.0,18.3,0.0,1.0215e+03,0.0,0.0
50,0,2016-05-11 07:00:00,0.0,0,Other,4698,1.981e+03,,20.0,4.0,18.3,0.0,1.0215e+03,0.0,0.0
50,1,2016-05-11 07:00:00,1983.89,0,Other,4698,1.981e+03,,20.0,4.0,18.3,0.0,1.0215e+03,0.0,0.0
100,0,2016-05-11 07:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,20.0,4.0,18.3,0.0,1.0215e+03,0.0,0.0
150,0,2016-05-11 07:00:00,473.3,1,Office,65657,1.955e+03,8.0,14.8,,14.8,,1.0035e+03,110.0,3.1
0,0,2016-05-11 08:00:00,0.0,0,Education,7432,2.008e+03,,22.8,4.0,18.9,0.0,1.022e+03,0.0,0.0
50,0,2016-05-11 08:00:00,0.0,0,Other,4698,1.981e+03,,22.8,4.0,18.9,0.0,1.022e+03,0.0,0.0
50,1,2016-05-11 08:00:00,1941.68,0,Other,4698,1.981e+03,,22.8,4.0,18.9,0.0,1.022e+03,0.0,0.0
100,0,2016-05-11 08:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,22.8,4.0,18.9,0.0,1.022e+03,0.0,0.0
150,0,2016-05-11 08:00:00,528.1,1,Office,65657,1.955e+03,8.0,15.1,,15.1,,1.0035e+03,100.0,3.1
0,0,2016-05-11 09:00:00,0.0,0,Education,7432,2.008e+03,,24.4,4.0,18.3,0.0,1.022e+03,0.0,0.0
50,0,2016-05-11 09:00:00,0.0,0,Other,4698,1.981e+03,,24.4,4.0,18.3,0.0,1.022e+03,0.0,0.0
50,1,2016-05-11 09:00:00,2026.1,0,Other,4698,1.981e+03,,24.4,4.0,18.3,0.0,1.022e+03,0.0,0.0
100,0,2016-05-11 09:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,24.4,4.0,18.3,0.0,1.022e+03,0.0,0.0
150,0,2016-05-11 09:00:00,564.4,1,Office,65657,1.955e+03,8.0,15.2,,15.2,,1.0035e+03,100.0,3.1
0,0,2016-05-11 10:00:00,0.0,0,Education,7432,2.008e+03,,26.1,4.0,17.2,0.0,1.022e+03,220.0,2.6
50,0,2016-05-11 10:00:00,0.0,0,Other,4698,1.981e+03,,26.1,4.0,17.2,0.0,1.022e+03,220.0,2.6
50,1,2016-05-11 10:00:00,2110.52,0,Other,4698,1.981e+03,,26.1,4.0,17.2,0.0,1.022e+03,220.0,2.6
100,0,2016-05-11 10:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,26.1,4.0,17.2,0.0,1.022e+03,220.0,2.6
150,0,2016-05-11 10:00:00,594.0,1,Office,65657,1.955e+03,8.0,16.0,,16.0,,1.0035e+03,90.0,3.1
0,0,2016-05-11 11:00:00,0.0,0,Education,7432,2.008e+03,,27.2,4.0,16.7,0.0,1.0215e+03,,1.5
50,0,2016-05-11 11:00:00,0.0,0,Other,4698,1.981e+03,,27.2,4.0,16.7,0.0,1.0215e+03,,1.5
50,1,2016-05-11 11:00:00,2237.15,0,Other,4698,1.981e+03,,27.2,4.0,16.7,0.0,1.0215e+03,,1.5
100,0,2016-05-11 11:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,27.2,4.0,16.7,0.0,1.0215e+03,,1.5
150,0,2016-05-11 11:00:00,591.2,1,Office,65657,1.955e+03,8.0,18.0,,16.5,,1.003e+03,70.0,4.1
0,0,2016-05-11 12:00:00,0.0,0,Education,7432,2.008e+03,,28.3,4.0,16.1,0.0,1.0215e+03,120.0,2.1
50,0,2016-05-11 12:00:00,0.0,0,Other,4698,1.981e+03,,28.3,4.0,16.1,0.0,1.0215e+03,120.0,2.1
50,1,2016-05-11 12:00:00,2279.36,0,Other,4698,1.981e+03,,28.3,4.0,16.1,0.0,1.0215e+03,120.0,2.1
100,0,2016-05-11 12:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,28.3,4.0,16.1,0.0,1.0215e+03,120.0,2.1
150,0,2016-05-11 12:00:00,587.1,1,Office,65657,1.955e+03,8.0,17.5,,15.5,,1.003e+03,130.0,4.6
0,0,2016-05-11 13:00:00,0.0,0,Education,7432,2.008e+03,,27.8,4.0,16.7,0.0,1.021e+03,0.0,0.0
50,0,2016-05-11 13:00:00,0.0,0,Other,4698,1.981e+03,,27.8,4.0,16.7,0.0,1.021e+03,0.0,0.0
50,1,2016-05-11 13:00:00,2152.73,0,Other,4698,1.981e+03,,27.8,4.0,16.7,0.0,1.021e+03,0.0,0.0
100,0,2016-05-11 13:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,27.8,4.0,16.7,0.0,1.021e+03,0.0,0.0
150,0,2016-05-11 13:00:00,582.5,1,Office,65657,1.955e+03,8.0,16.6,,16.5,,1.003e+03,140.0,2.6
0,0,2016-05-11 14:00:00,0.0,0,Education,7432,2.008e+03,,30.0,6.0,15.6,0.0,1.0205e+03,40.0,2.1
50,0,2016-05-11 14:00:00,0.0,0,Other,4698,1.981e+03,,30.0,6.0,15.6,0.0,1.0205e+03,40.0,2.1
50,1,2016-05-11 14:00:00,2279.36,0,Other,4698,1.981e+03,,30.0,6.0,15.6,0.0,1.0205e+03,40.0,2.1
100,0,2016-05-11 14:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,30.0,6.0,15.6,0.0,1.0205e+03,40.0,2.1
150,0,2016-05-11 14:00:00,582.8,1,Office,65657,1.955e+03,8.0,16.4,,15.6,,1.003e+03,140.0,3.1
0,0,2016-05-11 15:00:00,0.0,0,Education,7432,2.008e+03,,29.4,,15.6,0.0,1.02e+03,100.0,3.6
50,0,2016-05-11 15:00:00,0.0,0,Other,4698,1.981e+03,,29.4,,15.6,0.0,1.02e+03,100.0,3.6
50,1,2016-05-11 15:00:00,2279.36,0,Other,4698,1.981e+03,,29.4,,15.6,0.0,1.02e+03,100.0,3.6
100,0,2016-05-11 15:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,29.4,,15.6,0.0,1.02e+03,100.0,3.6
150,0,2016-05-11 15:00:00,564.8,1,Office,65657,1.955e+03,8.0,17.9,,16.6,,1.0025e+03,20.0,1.5
0,0,2016-05-11 16:00:00,0.0,0,Education,7432,2.008e+03,,30.0,,15.6,0.0,1.02e+03,160.0,2.1
50,0,2016-05-11 16:00:00,0.0,0,Other,4698,1.981e+03,,30.0,,15.6,0.0,1.02e+03,160.0,2.1
50,1,2016-05-11 16:00:00,2237.15,0,Other,4698,1.981e+03,,30.0,,15.6,0.0,1.02e+03,160.0,2.1
100,0,2016-05-11 16:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,30.0,,15.6,0.0,1.02e+03,160.0,2.1
150,0,2016-05-11 16:00:00,544.7,1,Office,65657,1.955e+03,8.0,18.6,,16.0,,1.0025e+03,50.0,1.5
0,0,2016-05-11 17:00:00,0.0,0,Education,7432,2.008e+03,,30.6,,16.1,0.0,1.0195e+03,70.0,2.6
50,0,2016-05-11 17:00:00,0.0,0,Other,4698,1.981e+03,,30.6,,16.1,0.0,1.0195e+03,70.0,2.6
50,1,2016-05-11 17:00:00,2321.57,0,Other,4698,1.981e+03,,30.6,,16.1,0.0,1.0195e+03,70.0,2.6
100,0,2016-05-11 17:00:00,0.0,0,Lodging/residential,24456,1.968e+03,,30.6,,16.1,0.0,1.0195e+03,70.0,2.6
